source,target,te_forward,te_backward,net_te,dominant_direction
CPz,AF8,0.007187,0.009928,-0.002742,AF8->CPz
PO8,Iz,0.004434,0.007165,-0.002731,Iz->PO8
C1,F1,0.010123,0.007405,0.002718,C1->F1
Cz,F1,0.010051,0.007336,0.002715,Cz->F1
FC1,Fz,0.004761,0.007473,-0.002712,Fz->FC1
C1,TP8,0.010227,0.007523,0.002705,C1->TP8
CP5,AFz,0.00739,0.010093,-0.002703,AFz->CP5
T8,POz,0.007918,0.005221,0.002696,T8->POz
C2,P8,0.009349,0.006653,0.002695,C2->P8
CP5,CPz,0.003073,0.005751,-0.002678,CPz->CP5
CP5,T10,0.009636,0.006969,0.002667,CP5->T10
C1,P4,0.014653,0.017318,-0.002665,P4->C1
F2,P1,0.008545,0.011209,-0.002664,P1->F2
F1,P8,0.010413,0.007759,0.002655,F1->P8
C4,T8,0.008974,0.006326,0.002649,C4->T8
F5,P8,0.011607,0.008966,0.002642,F5->P8
C4,P8,0.009823,0.007182,0.002641,C4->P8
T9,POz,0.01038,0.007743,0.002637,T9->POz
C3,P4,0.017107,0.014471,0.002636,C3->P4
T8,PO7,0.008717,0.006086,0.002631,T8->PO7
TP8,P3,0.013533,0.010906,0.002627,TP8->P3
CP4,P4,0.006977,0.009597,-0.00262,P4->CP4
CP3,T10,0.009568,0.006949,0.002619,CP3->T10
Cz,AFz,0.013935,0.011317,0.002618,Cz->AFz
P2,PO3,0.009469,0.006857,0.002612,P2->PO3
Fp1,F8,0.01024,0.007629,0.002611,Fp1->F8
C6,T8,0.011246,0.008639,0.002607,C6->T8
CP5,P5,0.003714,0.006317,-0.002603,P5->CP5
AF4,PO4,0.011629,0.009032,0.002598,AF4->PO4
AF4,P7,0.012657,0.010069,0.002587,AF4->P7
CP6,T8,0.007508,0.004922,0.002586,CP6->T8
Cz,Fp1,0.009475,0.012059,-0.002583,Fp1->Cz
T10,Oz,0.009225,0.006644,0.002581,T10->Oz
C5,TP7,0.005786,0.008361,-0.002575,TP7->C5
AF7,TP7,0.009388,0.006825,0.002563,AF7->TP7
AF4,F3,0.01433,0.01177,0.00256,AF4->F3
AF4,T7,0.010874,0.008326,0.002548,AF4->T7
CP5,CP2,0.00444,0.006983,-0.002543,CP2->CP5
CPz,CP6,0.006978,0.004438,0.00254,CPz->CP6
Fz,PO8,0.007881,0.005344,0.002537,Fz->PO8
Cz,CP6,0.006024,0.003488,0.002536,Cz->CP6
C4,P2,0.010278,0.012812,-0.002534,P2->C4
C1,P7,0.00888,0.006349,0.002532,C1->P7
F7,P8,0.010572,0.008042,0.00253,F7->P8
CP2,F2,0.009218,0.006689,0.002529,CP2->F2
T8,P5,0.008696,0.006174,0.002522,T8->P5
C4,Fz,0.00979,0.007273,0.002517,C4->Fz
T10,Iz,0.00896,0.006444,0.002516,T10->Iz
FC2,FC4,0.002218,0.004732,-0.002515,FC4->FC2
CP4,F3,0.011401,0.00889,0.002511,CP4->F3
F6,P5,0.006938,0.009445,-0.002507,P5->F6
CP6,TP7,0.012779,0.010272,0.002507,CP6->TP7
F6,POz,0.006254,0.008751,-0.002497,POz->F6
P3,P2,0.007341,0.009837,-0.002496,P2->P3
C2,CPz,0.004116,0.006611,-0.002494,CPz->C2
O1,Iz,0.002978,0.005472,-0.002494,Iz->O1
C4,Oz,0.013991,0.011513,0.002478,C4->Oz
Cz,TP7,0.006317,0.003846,0.002471,Cz->TP7
FC5,Fpz,0.003376,0.005845,-0.002469,Fpz->FC5
FCz,FC6,0.003241,0.005709,-0.002468,FC6->FCz
T10,Pz,0.009226,0.006767,0.002459,T10->Pz
FC1,P6,0.005207,0.002749,0.002458,FC1->P6
T9,Iz,0.009812,0.007354,0.002458,T9->Iz
FC3,Fz,0.005159,0.00761,-0.002451,Fz->FC3
F6,P2,0.006849,0.009299,-0.002449,P2->F6
F2,Pz,0.008991,0.011439,-0.002448,Pz->F2
C4,F1,0.010384,0.007941,0.002443,C4->F1
C1,T9,0.007146,0.004703,0.002443,C1->T9
CP1,T10,0.009126,0.006684,0.002442,CP1->T10
C5,T10,0.007272,0.004834,0.002438,C5->T10
T9,Pz,0.01072,0.008286,0.002433,T9->Pz
CP6,F7,0.010263,0.01269,-0.002427,F7->CP6
F4,O1,0.00668,0.009104,-0.002424,O1->F4
F4,O2,0.006599,0.00902,-0.002421,O2->F4
CP2,POz,0.008817,0.011232,-0.002415,POz->CP2
AF8,F8,0.008027,0.005612,0.002415,AF8->F8
T9,PO8,0.010174,0.00776,0.002413,T9->PO8
CP3,PO4,0.018172,0.020583,-0.002411,PO4->CP3
C2,F2,0.010747,0.008335,0.002411,C2->F2
P3,Iz,0.008433,0.010842,-0.00241,Iz->P3
AF7,T10,0.012547,0.010137,0.00241,AF7->T10
FC2,PO7,0.004823,0.002416,0.002407,FC2->PO7
CP1,P3,0.00818,0.010578,-0.002398,P3->CP1
Fz,Oz,0.009105,0.006706,0.002398,Fz->Oz
C1,CP2,0.004338,0.006735,-0.002397,CP2->C1
Fz,F4,0.006682,0.004287,0.002395,Fz->F4
CP2,F6,0.006014,0.003624,0.00239,CP2->F6
CP2,P7,0.013094,0.010708,0.002386,CP2->P7
CP1,CP6,0.009343,0.006957,0.002386,CP1->CP6
CP6,T9,0.010751,0.008367,0.002384,CP6->T9
CP2,F3,0.007166,0.004783,0.002383,CP2->F3
FC5,C1,0.007213,0.004834,0.00238,FC5->C1
F2,POz,0.007496,0.009874,-0.002378,POz->F2
FC4,P5,0.005572,0.003195,0.002377,FC4->P5
CP1,PO8,0.014282,0.016658,-0.002376,PO8->CP1
C4,F7,0.009036,0.011409,-0.002373,F7->C4
C1,T10,0.00619,0.003817,0.002373,C1->T10
P6,Iz,0.006542,0.008914,-0.002372,Iz->P6
C5,POz,0.010367,0.008001,0.002366,C5->POz
P8,Iz,0.00695,0.009316,-0.002366,Iz->P8
T9,PO3,0.009257,0.006894,0.002363,T9->PO3
CP6,P7,0.014297,0.011938,0.00236,CP6->P7
AF3,T10,0.014855,0.012498,0.002357,AF3->T10
FC5,F5,0.010824,0.013178,-0.002354,F5->FC5
C3,F3,0.010083,0.007731,0.002353,C3->F3
C5,F1,0.007712,0.005361,0.002351,C5->F1
CP6,AF8,0.005996,0.008345,-0.002349,AF8->CP6
Fp1,T10,0.013569,0.011225,0.002345,Fp1->T10
C4,Pz,0.011766,0.01411,-0.002344,Pz->C4
C5,O1,0.008282,0.005939,0.002343,C5->O1
C6,T9,0.009257,0.006915,0.002342,C6->T9
Pz,O1,0.008255,0.005919,0.002337,Pz->O1
Oz,Iz,0.00306,0.005389,-0.002329,Iz->Oz
AF8,P2,0.009367,0.007039,0.002328,AF8->P2
FC3,F1,0.005529,0.007848,-0.002319,F1->FC3
C2,TP8,0.008187,0.00587,0.002317,C2->TP8
F2,P3,0.00958,0.011892,-0.002312,P3->F2
C4,F3,0.011007,0.008703,0.002304,C4->F3
C6,O2,0.008787,0.006491,0.002296,C6->O2
FC3,CP1,0.005404,0.003109,0.002295,FC3->CP1
CP3,P5,0.004414,0.006709,-0.002294,P5->CP3
FCz,T10,0.002367,0.004661,-0.002294,T10->FCz
PO3,Iz,0.00553,0.007816,-0.002286,Iz->PO3
FC5,FC3,0.004267,0.006552,-0.002285,FC3->FC5
P2,Iz,0.007731,0.010014,-0.002284,Iz->P2
T8,O1,0.008013,0.005735,0.002278,T8->O1
CP4,TP8,0.00973,0.007453,0.002277,CP4->TP8
FCz,P6,0.004346,0.002094,0.002252,FCz->P6
AF4,PO7,0.012099,0.009849,0.002251,AF4->PO7
Pz,PO4,0.008009,0.005765,0.002243,Pz->PO4
AF4,P6,0.011468,0.009225,0.002243,AF4->P6
CP2,TP8,0.006719,0.004477,0.002242,CP2->TP8
CP2,Fz,0.007807,0.00557,0.002237,CP2->Fz
FT7,T9,0.003605,0.005836,-0.002232,T9->FT7
CP1,CP2,0.004741,0.006972,-0.00223,CP2->CP1
CP4,P3,0.017279,0.019507,-0.002229,P3->CP4
AF4,TP7,0.011851,0.009623,0.002228,AF4->TP7
FCz,PO7,0.004224,0.001997,0.002228,FCz->PO7
Cz,C4,0.006513,0.004286,0.002227,Cz->C4
C1,TP7,0.005967,0.003742,0.002225,C1->TP7
P4,Iz,0.007389,0.009612,-0.002222,Iz->P4
Cz,Iz,0.012288,0.010083,0.002205,Cz->Iz
FC5,Fp1,0.005976,0.008181,-0.002205,Fp1->FC5
AF8,F1,0.009565,0.007362,0.002203,AF8->F1
F2,P2,0.008679,0.010883,-0.002203,P2->F2
Fpz,T9,0.013986,0.011791,0.002195,Fpz->T9
CP4,F1,0.010766,0.008574,0.002192,CP4->F1
C2,CP5,0.005257,0.003065,0.002191,C2->CP5
Cz,TP8,0.009117,0.006927,0.002189,Cz->TP8
FC6,F3,0.009905,0.007716,0.002189,FC6->F3
FC1,FC6,0.004832,0.007016,-0.002184,FC6->FC1
Fp2,T8,0.010703,0.00852,0.002183,Fp2->T8
T10,P8,0.007534,0.005354,0.002179,T10->P8
T10,P6,0.008056,0.005878,0.002178,T10->P6
C4,P3,0.016917,0.014741,0.002176,C4->P3
C1,F8,0.005177,0.007351,-0.002174,F8->C1
AF4,F1,0.012849,0.010676,0.002172,AF4->F1
AF8,POz,0.00912,0.006949,0.002171,AF8->POz
CPz,P7,0.012057,0.009887,0.00217,CPz->P7
Cz,F2,0.010354,0.008189,0.002165,Cz->F2
Cz,P4,0.013213,0.015377,-0.002164,P4->Cz
FC2,P7,0.004183,0.002021,0.002162,FC2->P7
T8,P2,0.006962,0.004801,0.002161,T8->P2
C2,POz,0.011929,0.014088,-0.002159,POz->C2
CPz,T10,0.008696,0.006537,0.002159,CPz->T10
Cz,T10,0.005633,0.003475,0.002158,Cz->T10
Cz,T9,0.006671,0.004516,0.002156,Cz->T9
CP6,T10,0.009371,0.007215,0.002156,CP6->T10
AF8,P1,0.009815,0.007664,0.002152,AF8->P1
AF8,T9,0.010588,0.008437,0.002151,AF8->T9
CP1,CP4,0.011543,0.009403,0.00214,CP1->CP4
FC2,C6,0.003104,0.005238,-0.002134,C6->FC2
C2,T9,0.007305,0.005171,0.002133,C2->T9
F7,P7,0.008491,0.00636,0.002131,F7->P7
POz,PO4,0.006561,0.00443,0.002131,POz->PO4
Cz,CP3,0.006279,0.004149,0.002129,Cz->CP3
C1,CP1,0.00292,0.005047,-0.002128,CP1->C1
CP2,F4,0.007949,0.005828,0.002122,CP2->F4
P3,POz,0.005277,0.007382,-0.002105,POz->P3
C3,T10,0.007648,0.005543,0.002105,C3->T10
FC6,C1,0.00645,0.004349,0.002101,FC6->C1
CPz,PO4,0.015177,0.017277,-0.0021,PO4->CPz
T9,P1,0.009984,0.007887,0.002097,T9->P1
PO3,POz,0.003687,0.005775,-0.002088,POz->PO3
FC2,C2,0.004111,0.002023,0.002088,FC2->C2
T10,TP8,0.009882,0.007795,0.002087,T10->TP8
F4,TP7,0.007405,0.009486,-0.002082,TP7->F4
F7,O1,0.00726,0.005179,0.002081,F7->O1
CP5,PO3,0.005724,0.007796,-0.002072,PO3->CP5
FC3,T8,0.004389,0.00646,-0.002071,T8->FC3
F2,P5,0.007073,0.009143,-0.00207,P5->F2
CPz,P8,0.015154,0.013087,0.002067,CPz->P8
C4,O2,0.012256,0.010194,0.002062,C4->O2
Fz,O1,0.008336,0.006279,0.002058,Fz->O1
AF7,AFz,0.01608,0.014023,0.002057,AF7->AFz
F7,TP8,0.012835,0.010782,0.002053,F7->TP8
POz,PO8,0.005967,0.003915,0.002052,POz->PO8
FCz,Cz,0.004324,0.002273,0.002051,FCz->Cz
T8,Pz,0.007402,0.005353,0.002049,T8->Pz
Fp1,T7,0.008759,0.006715,0.002044,Fp1->T7
FC1,F1,0.004924,0.006966,-0.002042,F1->FC1
TP8,PO3,0.011767,0.009726,0.002041,TP8->PO3
AF7,F6,0.013216,0.011178,0.002038,AF7->F6
AF3,FT8,0.009664,0.007627,0.002036,AF3->FT8
C2,AF7,0.008003,0.010035,-0.002032,AF7->C2
F4,Oz,0.007372,0.009393,-0.002021,Oz->F4
AF7,F7,0.013409,0.011388,0.002021,AF7->F7
T8,Oz,0.007997,0.005983,0.002014,T8->Oz
F1,PO8,0.008129,0.006121,0.002008,F1->PO8
C6,PO4,0.007677,0.005671,0.002006,C6->PO4
FC3,P4,0.005728,0.003724,0.002003,FC3->P4
Fpz,T10,0.012725,0.010728,0.001997,Fpz->T10
AF7,FT8,0.008139,0.006142,0.001997,AF7->FT8
T10,O2,0.00839,0.006395,0.001996,T10->O2
P1,Iz,0.007771,0.009765,-0.001993,Iz->P1
CP4,P7,0.016215,0.014225,0.001991,CP4->P7
AF3,TP7,0.01013,0.00814,0.001989,AF3->TP7
CP1,PO3,0.010506,0.01249,-0.001984,PO3->CP1
FC2,PO3,0.005061,0.003084,0.001977,FC2->PO3
P1,O1,0.006683,0.004707,0.001976,P1->O1
C3,T8,0.007711,0.005738,0.001973,C3->T8
CP3,F7,0.005191,0.007161,-0.00197,F7->CP3
C6,F7,0.01215,0.014119,-0.001969,F7->C6
C2,T10,0.005525,0.003559,0.001966,C2->T10
F6,PO3,0.006646,0.008613,-0.001966,PO3->F6
F4,PO4,0.007241,0.009195,-0.001954,PO4->F4
FC5,FT7,0.006552,0.008504,-0.001952,FT7->FC5
F8,T7,0.008523,0.006572,0.001952,F8->T7
FC5,CP4,0.002994,0.004944,-0.00195,CP4->FC5
CPz,PO8,0.012946,0.014896,-0.00195,PO8->CPz
C6,Fp2,0.008562,0.010512,-0.00195,Fp2->C6
C1,F2,0.009643,0.007694,0.001949,C1->F2
FC2,AFz,0.006128,0.00418,0.001948,FC2->AFz
Cz,CP5,0.003874,0.001929,0.001945,Cz->CP5
C3,Oz,0.011961,0.010017,0.001944,C3->Oz
FT8,PO3,0.00525,0.003306,0.001944,FT8->PO3
CP4,F2,0.011265,0.009323,0.001941,CP4->F2
FCz,P7,0.003647,0.001707,0.001939,FCz->P7
FC6,C4,0.007775,0.005837,0.001938,FC6->C4
C5,T8,0.007341,0.005408,0.001933,C5->T8
CP4,AF4,0.010936,0.012869,-0.001932,AF4->CP4
TP8,P1,0.011302,0.009397,0.001905,TP8->P1
C3,CP1,0.004711,0.006608,-0.001897,CP1->C3
F3,Iz,0.007967,0.009864,-0.001896,Iz->F3
FC3,FC6,0.006961,0.008851,-0.00189,FC6->FC3
T9,P6,0.010328,0.008438,0.001889,T9->P6
POz,O1,0.005601,0.003714,0.001888,POz->O1
AF4,F8,0.012149,0.010261,0.001888,AF4->F8
T7,P4,0.007313,0.005427,0.001886,T7->P4
C4,TP8,0.009952,0.008072,0.00188,C4->TP8
F3,P4,0.007248,0.009124,-0.001876,P4->F3
FT8,P3,0.005932,0.004057,0.001876,FT8->P3
CP1,F4,0.009505,0.007633,0.001873,CP1->F4
F2,P4,0.008505,0.010365,-0.00186,P4->F2
F3,POz,0.006312,0.00817,-0.001858,POz->F3
CP4,T10,0.009795,0.007939,0.001856,CP4->T10
P3,P4,0.011051,0.012905,-0.001855,P4->P3
C3,CP2,0.005593,0.00744,-0.001847,CP2->C3
Pz,PO7,0.007575,0.005732,0.001843,Pz->PO7
FC5,C5,0.004727,0.00657,-0.001843,C5->FC5
CP3,CP6,0.011585,0.009741,0.001843,CP3->CP6
FC1,P4,0.005626,0.003784,0.001842,FC1->P4
FC6,T8,0.009345,0.007503,0.001842,FC6->T8
CP1,Oz,0.012757,0.014599,-0.001842,Oz->CP1
FCz,PO8,0.003781,0.001942,0.001839,FCz->PO8
FC2,O1,0.004002,0.002163,0.001839,FC2->O1
AF8,TP8,0.008306,0.006475,0.001831,AF8->TP8
FC5,C4,0.004466,0.006294,-0.001828,C4->FC5
FT8,P5,0.004284,0.002459,0.001825,FT8->P5
FCz,P8,0.003572,0.001748,0.001824,FCz->P8
FC2,AF8,0.004157,0.002334,0.001823,FC2->AF8
C5,Fp1,0.008203,0.010026,-0.001823,Fp1->C5
FC1,P5,0.003853,0.002031,0.001822,FC1->P5
C5,P3,0.006243,0.008065,-0.001822,P3->C5
FC2,P6,0.00415,0.00233,0.00182,FC2->P6
C2,AFz,0.012714,0.010896,0.001817,C2->AFz
FC2,PO8,0.003805,0.001993,0.001811,FC2->PO8
AF3,F8,0.01114,0.009329,0.001811,AF3->F8
CP2,F5,0.005504,0.003693,0.001811,CP2->F5
FC3,P6,0.005266,0.003462,0.001804,FC3->P6
F3,Pz,0.007523,0.009328,-0.001804,Pz->F3
C5,F6,0.008466,0.010266,-0.0018,F6->C5
C2,O1,0.013731,0.011932,0.001799,C2->O1
CPz,AFz,0.013278,0.015077,-0.001799,AFz->CPz
CPz,Oz,0.01374,0.015538,-0.001798,Oz->CPz
P5,O1,0.004405,0.00261,0.001795,P5->O1
F8,Pz,0.005377,0.007171,-0.001794,Pz->F8
C2,F3,0.008812,0.007019,0.001793,C2->F3
Cz,P5,0.010501,0.008709,0.001792,Cz->P5
C6,PO8,0.007828,0.006037,0.001791,C6->PO8
F7,FT8,0.008223,0.006433,0.00179,F7->FT8
C4,PO8,0.009991,0.008201,0.00179,C4->PO8
CP4,T8,0.007798,0.00601,0.001788,CP4->T8
FC5,Fp2,0.004756,0.006534,-0.001778,Fp2->FC5
F7,P5,0.008197,0.006422,0.001776,F7->P5
CP4,Fz,0.009857,0.008084,0.001773,CP4->Fz
T10,P5,0.00927,0.007503,0.001767,T10->P5
C5,Fz,0.007135,0.005373,0.001762,C5->Fz
AF3,F6,0.015007,0.013247,0.00176,AF3->F6
T7,P2,0.006732,0.004972,0.00176,T7->P2
CP2,T10,0.006589,0.004833,0.001756,CP2->T10
F7,TP7,0.008483,0.006729,0.001754,F7->TP7
POz,Oz,0.004894,0.003143,0.001751,POz->Oz
CP2,P1,0.010487,0.012236,-0.001749,P1->CP2
P5,Pz,0.004768,0.006515,-0.001747,Pz->P5
AFz,TP7,0.009119,0.007372,0.001747,AFz->TP7
C5,P5,0.005006,0.006751,-0.001745,P5->C5
FC4,PO7,0.0053,0.003556,0.001744,FC4->PO7
C6,Pz,0.009357,0.007615,0.001742,C6->Pz
CPz,O2,0.013952,0.015694,-0.001742,O2->CPz
FC5,C6,0.00669,0.008427,-0.001737,C6->FC5
C2,AF3,0.011212,0.012946,-0.001734,AF3->C2
P7,O1,0.005584,0.003851,0.001733,P7->O1
C2,CP3,0.008603,0.006871,0.001732,C2->CP3
F1,F4,0.007252,0.005522,0.00173,F1->F4
C4,T10,0.007688,0.005961,0.001727,C4->T10
CP2,P6,0.007206,0.005481,0.001725,CP2->P6
AF4,Iz,0.012124,0.010402,0.001723,AF4->Iz
C2,T8,0.005622,0.0039,0.001721,C2->T8
CP1,F2,0.01006,0.00834,0.00172,CP1->F2
C4,PO4,0.011638,0.009919,0.001719,C4->PO4
CP4,F4,0.010766,0.009056,0.00171,CP4->F4
T8,TP8,0.004586,0.006295,-0.001709,TP8->T8
CP1,P8,0.017026,0.015324,0.001702,CP1->P8
AF8,FT8,0.004573,0.006274,-0.001701,FT8->AF8
C1,C4,0.007311,0.00561,0.0017,C1->C4
C2,P4,0.009425,0.011124,-0.001699,P4->C2
FC1,T8,0.003609,0.005301,-0.001692,T8->FC1
F4,T9,0.010947,0.012638,-0.001691,T9->F4
CP1,F6,0.008968,0.007278,0.001691,CP1->F6
FC2,Cz,0.004133,0.002443,0.00169,FC2->Cz
FT8,TP8,0.005547,0.007235,-0.001688,TP8->FT8
CP5,P7,0.004744,0.006431,-0.001687,P7->CP5
C3,C6,0.008203,0.006519,0.001685,C3->C6
C1,AFz,0.013173,0.011489,0.001685,C1->AFz
C3,F5,0.009669,0.007984,0.001685,C3->F5
CP1,P6,0.015845,0.017528,-0.001683,P6->CP1
C4,F4,0.010597,0.008915,0.001682,C4->F4
FC1,FT8,0.004086,0.005767,-0.001681,FT8->FC1
FC5,TP8,0.004884,0.006558,-0.001674,TP8->FC5
FC5,AFz,0.003588,0.005259,-0.00167,AFz->FC5
AF4,T9,0.014168,0.012498,0.00167,AF4->T9
FC1,AFz,0.007255,0.005588,0.001667,FC1->AFz
F7,PO7,0.008452,0.006786,0.001665,F7->PO7
F1,T9,0.008835,0.010495,-0.00166,T9->F1
FC6,P5,0.006154,0.004494,0.001659,FC6->P5
F1,P5,0.006329,0.007987,-0.001658,P5->F1
P1,PO3,0.004705,0.003049,0.001657,P1->PO3
CP5,PO8,0.013836,0.012179,0.001657,CP5->PO8
FT8,P1,0.005169,0.003513,0.001657,FT8->P1
CP3,T9,0.009363,0.007716,0.001648,CP3->T9
F6,PO7,0.006462,0.008107,-0.001645,PO7->F6
AF4,O2,0.010561,0.008917,0.001645,AF4->O2
CP1,O2,0.013933,0.015575,-0.001642,O2->CP1
C1,P6,0.014447,0.012805,0.001642,C1->P6
C3,T9,0.008738,0.007097,0.001641,C3->T9
FC4,F3,0.007507,0.005866,0.001641,FC4->F3
Cz,P3,0.011571,0.013209,-0.001638,P3->Cz
P7,Oz,0.007844,0.006212,0.001632,P7->Oz
FC3,CP3,0.005793,0.004161,0.001631,FC3->CP3
F6,FT7,0.006627,0.004998,0.00163,F6->FT7
FC2,Iz,0.004391,0.002761,0.00163,FC2->Iz
Pz,Oz,0.007782,0.006153,0.001629,Pz->Oz
CP4,F8,0.004868,0.006496,-0.001627,F8->CP4
AF4,PO3,0.011908,0.010283,0.001626,AF4->PO3
PO7,POz,0.004399,0.006023,-0.001624,POz->PO7
F1,TP8,0.010704,0.009082,0.001622,F1->TP8
FC6,CP6,0.006611,0.004989,0.001622,FC6->CP6
CP6,P5,0.015313,0.013692,0.001621,CP6->P5
T7,TP7,0.004675,0.006296,-0.00162,TP7->T7
C4,T9,0.009063,0.007449,0.001613,C4->T9
CPz,F1,0.010967,0.009355,0.001612,CPz->F1
F5,TP8,0.012226,0.010616,0.00161,F5->TP8
F8,TP7,0.00756,0.005956,0.001605,F8->TP7
FC5,F6,0.007406,0.009011,-0.001605,F6->FC5
CPz,F6,0.008982,0.007378,0.001604,CPz->F6
CP2,P2,0.006374,0.007974,-0.0016,P2->CP2
AF4,TP8,0.01241,0.010811,0.001599,AF4->TP8
FC2,T9,0.003067,0.004663,-0.001596,T9->FC2
CP5,PO7,0.006313,0.007902,-0.00159,PO7->CP5
FT8,PO7,0.004211,0.002623,0.001588,FT8->PO7
C5,P7,0.005717,0.007304,-0.001587,P7->C5
F3,T10,0.010129,0.011715,-0.001586,T10->F3
CP6,PO7,0.014528,0.012942,0.001585,CP6->PO7
FCz,C6,0.00277,0.004354,-0.001584,C6->FCz
F4,P6,0.007314,0.008897,-0.001583,P6->F4
P5,Oz,0.00653,0.004948,0.001582,P5->Oz
Pz,PO8,0.006974,0.005393,0.001581,Pz->PO8
CPz,F2,0.011349,0.00977,0.001579,CPz->F2
CP3,F1,0.010162,0.008584,0.001578,CP3->F1
F7,T8,0.011614,0.01004,0.001575,F7->T8
FC4,PO3,0.004765,0.003194,0.001571,FC4->PO3
FC5,F1,0.003311,0.004882,-0.001571,F1->FC5
C3,Cz,0.0045,0.00607,-0.00157,Cz->C3
FC3,FC1,0.006033,0.004465,0.001568,FC3->FC1
C5,F5,0.010079,0.008512,0.001567,C5->F5
F6,FT8,0.008034,0.006468,0.001566,F6->FT8
FC2,P8,0.00382,0.002256,0.001564,FC2->P8
C3,F2,0.010309,0.008747,0.001562,C3->F2
FC4,FT8,0.006524,0.004963,0.001561,FC4->FT8
F3,P2,0.007346,0.008907,-0.001561,P2->F3
Fz,PO4,0.008673,0.007116,0.001558,Fz->PO4
C6,F2,0.008226,0.006669,0.001557,C6->F2
T9,PO7,0.008468,0.006915,0.001553,T9->PO7
P4,PO3,0.011515,0.009968,0.001547,P4->PO3
F3,O2,0.00645,0.007996,-0.001547,O2->F3
AFz,T8,0.008862,0.007316,0.001546,AFz->T8
F7,Oz,0.007966,0.006424,0.001543,F7->Oz
CP1,T9,0.009183,0.00764,0.001543,CP1->T9
FC4,T9,0.004481,0.006021,-0.00154,T9->FC4
FCz,Fz,0.004366,0.005906,-0.00154,Fz->FCz
CPz,TP7,0.008425,0.006884,0.00154,CPz->TP7
F1,Pz,0.008742,0.010282,-0.001539,Pz->F1
Fp1,Fp2,0.022294,0.023833,-0.001539,Fp2->Fp1
FC6,Iz,0.005773,0.004235,0.001538,FC6->Iz
C6,P2,0.008013,0.006477,0.001537,C6->P2
Pz,Iz,0.008255,0.009788,-0.001533,Iz->Pz
C1,AF7,0.00707,0.008599,-0.00153,AF7->C1
C5,Pz,0.010088,0.008561,0.001528,C5->Pz
CP2,P5,0.012566,0.011039,0.001527,CP2->P5
F5,T8,0.010937,0.009411,0.001527,F5->T8
TP7,O1,0.005804,0.004277,0.001527,TP7->O1
Pz,P4,0.006175,0.004649,0.001526,Pz->P4
T8,PO4,0.006088,0.004563,0.001525,T8->PO4
FCz,PO3,0.004639,0.003114,0.001525,FCz->PO3
FC6,C6,0.010022,0.008499,0.001523,FC6->C6
P2,PO4,0.005763,0.004239,0.001523,P2->PO4
CP6,Pz,0.008592,0.010114,-0.001522,Pz->CP6
FCz,O1,0.003972,0.002451,0.001521,FCz->O1
T7,PO4,0.007025,0.005512,0.001513,T7->PO4
FC1,PO8,0.003984,0.002473,0.001511,FC1->PO8
F7,PO3,0.00721,0.005703,0.001507,F7->PO3
T7,P7,0.004265,0.005769,-0.001504,P7->T7
Fp1,FT8,0.008047,0.006543,0.001504,Fp1->FT8
FC1,C6,0.004355,0.005856,-0.001501,C6->FC1
CP6,Iz,0.01192,0.010421,0.001499,CP6->Iz
P8,O2,0.004575,0.006071,-0.001495,O2->P8
F6,P4,0.006623,0.008116,-0.001493,P4->F6
C4,FT8,0.006817,0.005327,0.00149,C4->FT8
F1,Oz,0.009308,0.00782,0.001488,F1->Oz
CP5,F4,0.008505,0.007018,0.001487,CP5->F4
CP6,TP8,0.006741,0.005259,0.001482,CP6->TP8
FC3,C6,0.005848,0.007329,-0.001481,C6->FC3
FC2,Fz,0.003982,0.00546,-0.001479,Fz->FC2
CP3,TP8,0.013804,0.012329,0.001475,CP3->TP8
C4,AF8,0.006051,0.007525,-0.001474,AF8->C4
Cz,AF8,0.005989,0.007463,-0.001474,AF8->Cz
Cz,CP4,0.00788,0.006407,0.001473,Cz->CP4
CP1,CPz,0.003046,0.004519,-0.001473,CPz->CP1
C3,CP5,0.003455,0.001984,0.001471,C3->CP5
CP6,F3,0.010014,0.008543,0.001471,CP6->F3
C2,CP1,0.005663,0.007132,-0.001469,CP1->C2
C1,C6,0.00538,0.003911,0.001469,C1->C6
FC4,P6,0.004763,0.003295,0.001468,FC4->P6
C1,T8,0.005677,0.004212,0.001465,C1->T8
C4,P4,0.008857,0.010321,-0.001465,P4->C4
C6,T7,0.007691,0.006226,0.001465,C6->T7
TP7,PO8,0.009628,0.008163,0.001465,TP7->PO8
C3,O1,0.010828,0.009364,0.001463,C3->O1
C6,FT8,0.00783,0.006367,0.001463,C6->FT8
FCz,Iz,0.004007,0.002544,0.001462,FCz->Iz
CP5,F7,0.007495,0.008957,-0.001462,F7->CP5
FC6,PO7,0.005876,0.004419,0.001456,FC6->PO7
FC1,PO4,0.005296,0.003842,0.001454,FC1->PO4
FC3,TP8,0.006496,0.007947,-0.001451,TP8->FC3
CP2,AF8,0.005924,0.007374,-0.00145,AF8->CP2
C2,C4,0.002944,0.004394,-0.001449,C4->C2
FCz,PO4,0.004657,0.003209,0.001448,FCz->PO4
T9,P8,0.009848,0.008401,0.001446,T9->P8
CPz,T9,0.010159,0.008718,0.001442,CPz->T9
CP1,Fz,0.009016,0.007575,0.001441,CP1->Fz
F5,FT8,0.007894,0.006456,0.001438,F5->FT8
F7,PO8,0.008334,0.006896,0.001438,F7->PO8
P5,P2,0.006795,0.008231,-0.001436,P2->P5
